ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
8.0_64.0	0.1	0.8	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.8	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.8	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.8	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.8	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.8	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	0.9	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.1	1.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.1	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.2	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.3	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.4	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.5	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.6	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.7	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.8	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	0.9	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.2	1.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.1	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.2	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.3	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.4	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.5	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.6	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.7	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.8	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	0.9	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.3	1.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.0	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.1	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.2	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.3	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.4	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.5	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=0.25    	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=0.375   	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=0.5     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=0.7_0.75	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.6	>=1.0     	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
8.0_64.0	0.4	0.7	>=0.1_0.125	0	0	0	0	0	0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	nan
